id_way,node_id,cross_ways
145499866,"{1589158498, 1589158537, 1589158572, 1589158574, 1589158543, 1589158580, 1589158517, 1589158551, 1589158493}",set()
884177611,"{1589177827, 1589165944, 330789547, 290163693, 8100821534}","{740088670, 884177612, 884177613, 624693982}"
530442454,"{1589165525, 1589165733}","{744526325, 530442397}"
530442397,"{1589165733, 6929339070}","{740088670, 530442454}"
740088670,"{8100821537, 290163693, 6929339070}","{884177612, 530442397}"
145502030,"{1590431024, 1590431010, 6137166788, 1590604758, 1590431062, 1589170890, 6311068095}","{145674457, 145674428, 145690487}"
145674457,"{1590604937, 1590431091, 1590431093}",set()
145690487,"{1590605136, 1590605096, 1589170890, 1590605130}",{145502030}
145508859,"{1589234017, 1589234021, 1589255270, 1590790349, 1589234000, 1589234097, 1589234010, 1589255646}",{145707892}
145707877,"{1590355230, 1590790351}",{145707892}
145510638,"{1589255584, 1589255618, 1589255558, 1589255272, 1589255497, 1589255595, 1589255630, 1589255641, 1589255483, 1589255516}",set()
146797793,"{1589255312, 1589255329, 1589255489, 1589255368}",set()
145510647,"{1589255442, 1589255540, 1589255562, 1589255531, 1589255276, 1589255371}",set()
880452277,"{8189262740, 8189262741, 8196180638}",set()
145556210,"{1589512224, 309701852}",set()
145558429,"{1589530160, 1589530162, 1589530163, 1589530165, 1589530166, 1589530168}",{518100984}
145558427,"{1589530209, 1589530180, 1589530264, 1589530286}",{518100984}
145558425,"{1589530240, 1589530200, 1589530316, 1589530349}",{518100984}
145558426,"{1589530194, 1589530227, 1589530294, 1600285772}",{518100984}
145558430,"{1589530045, 1589530046, 1589530047}",set()
518100984,"{1589530178, 1589530179, 1589530180, 1589645895, 1590602633, 1589530186, 1589530189, 1589530192, 1589530193, 1589530194, 1600284948, 1589530197, 1589530198, 1589530200, 1589530201, 7314559199, 1590602599, 7290136296}","{145558427, 145690228, 145690235, 145572615}"
145558421,"{1589529965, 1589530040, 1590601960, 1589529949}","{518100984, 145558430}"
145690235,"{1590601724, 1590602633, 1590602298, 1590601918, 1600285709, 1590602494}","{518100984, 145558430}"
145558423,"{1589530044, 1589529950, 1589529975}",{145558430}
590430067,"{1589557306, 989874823}","{590430064, 145562759, 590430068, 521958943}"
590430064,"{6365100145, 1589557306, 5637134179}","{590430055, 590430067, 145562759}"
145562759,"{1589557315, 1589557306, 1589557316, 1589557317, 1589557318, 6365100138, 6365100143}","{590430064, 590430067}"
408576533,"{1589575646, 1589575303}",{146001147}
146001147,"{4104689426, 9313508611, 1593070264, 1589575646, 1593070351}",{408576533}
521958936,"{1589590464, 6341079355, 1590075051}",{145565879}
145565879,"{1589590464, 1589590502, 8477592362, 8123118667, 4049653358, 10079143185, 4049653366, 1589590646, 1589626042, 1589590683, 1589590687}","{521958936, 402569510}"
402569510,"{4049653356, 4049653357, 4049653358}",{145565879}
145566386,"{1589594565, 1589594664, 1589594797, 1589594702, 1589594543, 1589594862, 1589594641, 1589594773, 1589594837, 1589594719}","{145566458, 145566435, 145566479}"
145566479,"{1589594665, 1589594674, 1589594669}","{145566393, 145566433}"
145566435,"{1589594722, 1589594773, 1589594762, 1589594703}","{145566393, 145566386}"
145566458,"{1589594788, 1589594757, 1589594783}",{145566393}
145566393,"{1589594464, 1589594563, 1589594757, 1589594665, 5487710539, 1589594703, 1589594800, 1589594480, 1589594811, 1589594655}","{145566458, 145566435, 145566479}"
145566404,"{1589595596, 1589595548, 1590596894, 1594946917, 1589595623, 1589595567, 1589595632, 1589595633, 1589595635, 1594946228, 1589595637, 1589595638, 1589595639, 1589595641, 1589595643, 1589595644, 1589595645, 1589595646, 1589595647}",set()
145566441,"{1589594705, 1589594593, 1589594648, 1589594682, 1589594539}",{145566479}
145566431,"{1589594689, 1589594613, 1589594583, 1589594506}",{145566479}
145566433,"{1589594609, 1589594674, 1589594545, 1589594488}",{145566479}
145618786,"{1589981415, 1589981418, 1589981424, 1589981425, 1589981429, 1589981431, 1589981432, 1589981433}","{145618793, 145618794}"
145618942,"{1589983441, 1589983411, 1589983445, 1589594382}",set()
145618948,"{1589983425, 1589983354, 1589983366, 1589983481, 1589983402, 1589983500, 1589983487}",set()
145618941,"{1589983363, 1589983434, 1589983435, 1589983342}",set()
145618936,"{1589983371, 1589594372, 1589983415}",set()
570832292,"{5487742349, 5487742350, 5487742351}",set()
673393757,"{1589970814, 1589970808, 1589973337, 1589975674, 1589970810}","{145618252, 145617974}"
145617683,"{1589970823, 1589970824, 1589970825, 1589970827, 1589970828, 1589970832, 1589970840, 1589970845}","{145617978, 673393757}"
145618798,"{1589981441, 1589981445, 1589981447, 1589981436, 1589981438, 1589981439}",set()
145618789,"{1589981452, 1589981453}",set()
145618795,"{1589981456, 1589981451, 1589981454}",set()
145577347,"{1589683035, 1589683045, 1593166078, 1589683021, 1589682994, 1589683058, 1590307958, 1589683003, 1593166141, 1589683006}","{145572610, 145659908, 145577353, 145577355, 145577356, 145577358, 145577359, 145577361, 518100983}"
145577348,"{9258735111, 4214715976, 4214715978, 4214715980, 4214715982, 4214715984, 1589682930, 1589682962, 1593166070, 1590307967}","{421716258, 421716259, 145577347, 421716260, 421716261, 421716262, 421716263, 518100977}"
145577349,"{1589682888, 1589682921, 1589682905}",{145572609}
145577351,"{1589682904, 1589682922, 1589682886}",{145572609}
145577352,"{1589682884, 1593166005, 1589682903, 1589682923}",{145572609}
543630688,"{5255250232, 5255250233, 5255250231}","{145572609, 518890445}"
421716261,"{9258811236, 9258811237, 4214715980, 4214715981}","{145577348, 145572610, 145659908}"
145577353,"{1589682944, 1589682946, 1590307958, 1589682942, 8194085935}","{145436216, 145577347, 145659908, 145577360}"
145733108,"{1590899089, 1590899090, 1590899124, 8194085943, 1590906343, 1590906345, 1590899118}","{145436216, 145694512, 780731159}"
145572612,"{1589645908, 1589645406, 1590602012, 1589645758}","{145572614, 145690230, 780731159}"
145572614,"{1589645713, 1590602497, 1589645908, 8945192981, 1589645917, 1589645882, 1590602733}","{145436217, 145572612, 145690230, 780731159}"
145572615,"{1600285635, 1589645895, 1589645416, 1589645775}",{518100984}
145690228,"{1590601681, 1590602346, 1590602284}",set()
145690232,"{1590602723, 1590602200, 7290136296, 1590602186}",{518100984}
780731158,"{7290136297, 1589645906, 1589645415}",{780731159}
145690222,"{9016066830, 1590602430, 1590602695}",{780731159}
145625099,"{7622484825, 1589656763, 330937804}",{145603820}
145692173,"{1590038369, 1590038373, 1590038365, 1590038413, 1592809806}","{145625122, 145625133}"
145621638,"{1590019968, 1590020003, 1590019942, 1590020007, 1590020010, 1590019948, 1590020047, 1590020049, 1590020050, 1590019956, 1590019992, 1590019990, 1590019960, 1590019961, 8199413882, 1590019994}","{145622392, 145622385}"
145659910,"{1590308033, 5054625762, 1590308036, 5054625764, 5054625765, 1591287855, 1591288273, 1590308028, 1591286353, 1591288604}","{145659906, 145575686, 518094738, 145782967, 145782972}"
421716258,"{1593166070, 4214715975}",{145577348}
421716259,"{4214715976, 4214715977}",{145577348}
421716260,"{4214715978, 4214715979}",{145577348}
421716262,"{4214715982, 4214715983}",{145577348}
421716263,"{4214715984, 4214715985}",{145577348}
518100977,"{1590307972, 9258735110, 5054675209, 1590307963, 8945016493, 1590307967}","{145659912, 145577348, 145659907, 145659908}"
145659912,"{5054625748, 1590307972, 1590308021, 1590308007, 1591288878}",{518100977}
145583381,"{1589736943, 1589736945, 8011632246, 1589736952, 1589736954, 1589736955, 1589736957, 1589736959}",{145691151}
145593692,"{1589742915, 1589742951, 1589742988, 1589743052, 1589743054}",set()
859505884,"{3728639922, 8228250915, 8008141852}",{369030721}
365220297,"{1589761969, 1589761847}","{744526321, 365220174}"
884186808,"{869880786, 893961339, 1595226783}",{145587413}
782610298,"{330790664, 1495302914, 6341079350}","{145587420, 362550509, 364904597}"
145590154,"{1590028896, 330696769, 1590028897, 1590028898, 1590028899, 291771337, 7950449037, 8292231122, 1589801907, 1589801908, 1589801906, 6239867318, 330696242, 1589763289, 8292207931}","{677252705, 145407131, 520451324, 30037701}"
145612040,"{1589932641, 1589932626}",set()
145612049,"{1589932650, 1589831711}",set()
483135720,"{1589831713, 1589831786}",set()
145612051,"{1589831812, 1589932654, 1589932631}",set()
145612053,"{1589932644, 1589932633, 1589932660}",set()
483135717,"{1589831842, 4758893323, 9684370284}",set()
145612063,"{1589831849, 1589932665, 1589932637}",set()
145612066,"{1589831888, 1589932657, 1589932640}",set()
145612061,"{1589932656, 1589932649}",set()
145612069,"{1589831957, 1589932647, 1589932683, 1589932652}",set()
145612058,"{1589932690, 1589932653, 1589831959}",set()
145612068,"{1589831961, 1589932697, 1589932659}",set()
145612067,"{1589932663, 1589932680, 1589932713, 1589932716}",set()
145612062,"{1589831987, 1589932668, 1589932710}",set()
145612054,"{1589831989, 1589932695, 1589932712, 1589932671}",set()
145612056,"{1589831994, 1589932709, 1589932678}",set()
145612042,"{1589932682, 1589831996}",set()
145612059,"{1589932688, 1589932721, 1589932708, 1589932727}",set()
145612055,"{1589932689, 1589831997, 1589932711}",set()
483135716,"{1589831921, 1589831999}",set()
145612060,"{1589932730, 1589932715, 1589831924}",set()
145612057,"{1589932706, 1589932731, 1589932724}",set()
145612065,"{1590355198, 1589932702, 1589932718, 1590355197, 1589832030, 1590355199}",set()
145613621,"{1589831952, 1589940526, 1589832031}",set()
145613628,"{1589940560, 1589940472, 1589831934, 1589940495}",set()
145665414,"{1590355184, 5060708929, 1589832034, 1589940404}",set()
312419547,"{1589940540, 1589940583}",set()
442013128,"{1271953995, 4550684991}","{442013129, 459156950}"
145603823,"{330696244, 330946696, 1588233274, 330935035, 8011649292}","{30036784, 145603817, 145603820, 145603813}"
145627943,"{1589993643, 1590058443, 9298389243}",set()
145610498,"{1516237057, 8173449766, 10172683640, 330779545, 1589993807}","{145610495, 145627943}"
145610495,"{1516237057, 8944712602, 8474365340, 1590352958}","{145610498, 624693988, 145627943}"
624693988,"{1590353014, 1590352958}","{624693987, 145610495}"
624693987,"{10172683617, 8011600258, 330779594, 4049536012, 8944712605, 330948410, 8944712603, 1590006845, 1590006879}","{30037028, 145663369, 520458163, 145661428, 145661430, 145661431, 145661432, 145621208}"
145612041,"{1589831715, 1589932620}",set()
145612043,"{1589932619, 1589932628}",set()
145612044,"{1589932638, 1589831686}",set()
145612045,"{9684370273, 1589831681}",set()
145612046,"{1589932617, 1589831687}",set()
145612047,"{1589831744, 1589831679}",set()
145612048,"{1589932632, 1589932621}",set()
145613613,"{1589940512, 1589940514, 1589940517, 1589940565, 1589940601, 1589940523, 1589940607}",set()
145665411,"{1589940614, 1589940555, 1589940493, 1590355183}",set()
145665415,"{1589940490, 1589940541, 1589940605}",set()
145613615,"{1590355202, 1590355204, 1589940582, 1589940585, 1589940558, 1589940530, 1589940563, 1590355218, 1589940535}",{145665412}
145665412,"{1590355200, 1590355205, 1590355209, 1589940585, 1590355211, 1590355212, 1590355214, 1590355182, 1590355190}",{145613615}
145613626,"{1590355187, 1589940536, 1589940425, 1589940571, 1590355165}",set()
145616562,"{1589967729, 1589967591, 1589967607, 1589967563}",set()
145616546,"{1589967656, 1589967609, 1589967733}",set()
145616548,"{1589967624, 1589967737}",set()
145668021,"{1589967697, 1589967754, 1589967646}",set()
145668022,"{1588928072, 1590390586, 1589967675, 1590390591}",set()
145616517,"{1589967617, 1589967557}",set()
145616519,"{1589967560, 1589967539}",set()
145616520,"{1589967561, 1589967626}",set()
145616523,"{1589967570, 1589967547}",set()
145616524,"{1589967569, 1589967631}",set()
145616526,"{1589967549, 1589967583}",set()
145616543,"{1589967619, 1589967498, 1589967531, 1589967597, 1589967567, 1589967633, 9684370264, 9684370266, 9302063323}",set()
145616533,"{9684370270, 1589967580, 1589967659, 9684370268, 9684370269, 1589967470}",{145616543}
145616552,"{1589967521, 1589967506, 1590390561, 1589967653, 1589967466, 1589967578, 1590390556}",{145616543}
145616536,"{1589967605, 1589967701, 1589967494}",{145616543}
145616542,"{1589967696, 1589967490, 1589967600}",{145616543}
145616538,"{1589967500, 1589967715, 1589967612}",{145616543}
145616540,"{1589967688, 1589967480, 1589967589}",{145616543}
145616547,"{1589967584, 1589967467, 1589967671, 1589967499}",{145616543}
145616545,"{1589967588, 1589967478, 1589967674, 1589967515}",{145616543}
145666510,"{1588928033, 1588928061}",{145616543}
145617975,"{1589973361, 1589973363, 1589973355, 1589973359}",{673393757}
145617974,"{1589973348, 1589973350, 1589973337, 1589973341}",{673393757}
673393756,"{1589978361, 1589973315, 1589978343}",set()
145617680,"{1589978339, 1589970794, 1589975659, 1589970796, 1589970797, 1589975662, 1589970798, 1589970800, 1589970799, 1589970795, 1589975635, 1589975638, 1589975672}","{145617976, 145618250, 673393757}"
145617976,"{1589973336, 1589973338, 1589970799}",{145617680}
145618250,"{1589975648, 1589975637, 1589975639}",set()
145617980,"{1589973408, 1589973409, 1589970816, 1589973411, 1589973353, 1589973386, 1589973362, 1589973401, 1589970842}",{673393757}
145617979,"{1589973320, 1589970826, 1589973357, 1589973364, 1589973333, 1589973339, 1589973372, 1589973342}",{673393757}
145617977,"{1589970822, 1589970806, 1589973323, 1589973340}",set()
145617978,"{1589973368, 1589973383, 1589970824, 1589973387, 1589973389}",{145617683}
145618245,"{1589975654, 1589975671, 1589975656, 1589975661}",set()
145618252,"{1589975657, 1589975664, 1589975665, 1589975666, 1589975671, 1589975673, 1589975674}",{145618245}
145618793,"{1589981425, 1589981426, 1589981427, 1589981428}",{145618786}
145618794,"{1589981418, 1589981419, 1589981420, 1589981422, 1589981423}",{145618786}
145618787,"{1589981473, 1589981474, 1589981475, 1589981466, 1589981467, 1589981470, 1589981471}",set()
145618792,"{1589981480, 1589981481, 1589981482, 1589981483}",set()
145618946,"{1589983504, 1589983508, 1589983510, 1589983512}",set()
570826903,"{5487710529, 5487710530, 5487710531, 5487710532, 5487710533, 5487710534, 5487710535}",set()
673393762,"{1589981410, 1589983398}","{145618944, 673393761}"
673393761,"{1589981410, 1589983413}",{673393762}
145618944,"{1589983381, 1589983398, 1589983375}",{673393762}
145619197,"{1590395523, 1590395537, 1590372241, 1590372244, 1590372247, 1590372250, 1590372258, 1589988775, 1589988777, 1589988779, 1589988780, 1590372268, 1589988781, 1590366510, 1589988783, 1589988782, 1589988786, 1590372275, 1590372272, 1589988789, 1589988791, 1590372280, 1590381497, 1590372285, 1590372288, 1590372296, 1590372300, 1590395470, 1590395471, 1590395472, 1590372305, 1590395476, 1590372309, 1590395479, 1590372317, 1590372318, 1590372322, 1590372323, 1590395490, 6502101862, 1590395495, 4889402346, 1590395502, 1590395509, 1590395513}","{145667097, 145667098, 145667099, 145667102, 145667103, 145667104, 145667106, 145667107, 145667108, 145667109, 145667111, 145667115, 145667116, 145667118, 145667119, 145667120, 145668537, 145668547, 145668549, 145668550, 145668554, 145668557, 145668567, 145668568, 145668577, 145668581, 145668583, 145668587, 145668590, 145668592, 145668596, 146001018, 399568507, 399568508}"
145668547,"{1590395537, 1590395546, 1590395555}","{146001018, 145619197}"
145667108,"{1590372320, 1590372321, 1590372323, 1590395544, 1590381546}","{146001018, 145619197}"
145667115,"{1590372322, 1590372315, 1590372319}","{145667105, 145619197}"
145667106,"{1590372308, 1590372318, 1590372311}","{145667105, 145619197}"
145668554,"{1590395523, 1590395541, 1590395529, 1590395535}","{146001018, 145619197}"
145667119,"{1590372307, 1590372310, 1590372317, 1590372303}","{145667105, 145619197}"
145668592,"{1590395536, 1590395542, 1590395531, 1590395548}","{146001018, 145667646}"
145667118,"{1590372304, 1590372306, 1590372309, 1590372299}","{145667105, 145619197}"
145668596,"{1590381537, 1590395538, 1590395543}",{145667646}
145667116,"{1590372305, 1590372298, 1590372294}","{145667105, 145619197}"
145668590,"{1590395530, 1590381532, 1590395534}",{145667646}
145667107,"{1590372297, 1590372300, 1590372286}","{145667105, 145619197}"
145667120,"{1590372289, 1590372296, 1590372284, 1590372287}",{145619197}
145668587,"{1590395520, 1590395522, 1590395519}",{145667646}
145667099,"{1590372288, 1590372279}","{145667105, 145619197}"
145667105,"{1590372308, 1590372299, 1590372294, 1590372315, 1590372316, 1590372301, 1590372303}","{145667115, 145667118, 145667119}"
145668557,"{1590395505, 1590395511, 1590395516, 1589988781}","{145619197, 145667646, 145667103}"
145667103,"{1589988781, 1590372277}","{145668557, 145667105, 145619197}"
145667098,"{1590372274, 1590372285}","{145667105, 145619197}"
145668567,"{1590395490, 1590395493, 1590381498, 1590395503}","{145619197, 145667646}"
145667102,"{1590372280, 1590372270}","{145667105, 145619197}"
399568508,"{1590372266, 1590372275}","{145667105, 399568507, 145619197}"
399568507,"{1590395499, 1590372275, 1590395504}","{399568508, 145619197, 145667646}"
145668577,"{1590372272, 1590395494, 1590395496, 1590395498, 1590395487}","{145619197, 145667111}"
145667111,"{1590372272, 1590372261, 1590372271}","{145668577, 145619197, 145667105}"
145667109,"{1590372265, 1590372251, 1590372268}","{145667105, 145619197}"
145668568,"{1590395488, 1590395491, 1590395479, 1590395483}",{145619197}
145668549,"{1590395489, 1590395476, 1590395478, 1590395485}",{145619197}
145668550,"{1590395472, 1590395480, 1590395484, 1590395486}","{145619197, 145667646}"
145667104,"{1590372236, 1590372247}","{145667105, 145619197}"
145667097,"{1590372241, 1590372234}","{145667105, 145619197}"
145668537,"{1590395474, 1590395475, 1590395470}",{145619197}
145667646,"{1590381600, 1590381568, 1590381574}","{145667226, 692589687}"
145667114,"{1590372233, 1589988771, 1590372231}",{145667105}
145667094,"{1590372246, 1590372237, 1590372262}",set()
145667117,"{1590372273, 1590372198, 1590372248, 1590372206}",set()
145667125,"{1590372282, 1590372283, 1590372263}",set()
145667124,"{1590372260, 1590372278, 1590372302}",set()
145619309,"{1590058240, 8703932449, 1589993505, 1589993348, 8165517380, 1589993306, 1590058334}","{760753787, 145619308, 30037981, 145620734}"
760753787,"{1589993505, 1589993596}","{145619309, 145620734}"
145619321,"{1589993696, 1589993673, 1589993675, 8123373746, 1589993692, 8123373750, 1589993688, 1589993757, 1589993724, 1589993693, 1589993727}",set()
145622793,"{1590003377, 1590003459, 1588554985}",{145622799}
145622795,"{8944759881, 1590003802, 1590003750}",{145620742}
145620742,"{1590003506, 1590003250, 1590003750, 1590003606, 1590003258, 8408683963, 8408683967}","{145622795, 145622798}"
145659016,"{1590304576, 1590003249, 1590304710, 8408683966}",{145622798}
145622792,"{1590003841, 8944759880, 1590003351, 1590003693, 1590003185, 1590003381, 1590003159, 1590003321}","{145620763, 145622799, 145622791}"
145622791,"{1590003841, 1590003719, 1590003753}","{145622792, 145620763}"
145620763,"{1590003841, 1590003845, 8944759879}","{145622792, 145622791}"
710344378,"{6677737936, 1590013025, 1590013041, 1590013015}","{145621637, 145621638}"
145621631,"{1590013011, 1590413110, 1590013003, 1590012991}",{145621630}
145621630,"{1590353819, 1590013048, 1590013003, 1590013007}","{145621637, 145621638, 145621631}"
145621632,"{1590013056, 8196084869, 8196084870, 1590013005, 1590413906, 1590013074, 1590413622, 1590013017}","{145621637, 145621638, 145621639}"
145621637,"{1590013088, 1590013090, 8140420291, 1590013093, 1590013096, 1590013099, 6677737936, 6677737937, 1590013046, 1590013017, 1590353819, 1590013085}","{145621632, 145621634, 456687497, 710344378, 145663579, 145621630}"
145621639,"{1590013056, 1590013026, 1590013064, 1590413776, 1590013043, 1590013077, 1590013019}",{145621633}
145621633,"{1590012992, 1590013014, 1590013019, 1590012989}","{145621638, 145621639}"
145621634,"{1590414001, 1590413972, 1590013046, 1590013083}",{145621637}
456687497,"{1589283368, 1590013099}","{145663577, 145663579, 145621637}"
145663579,"{286414760, 1590013099}","{145663576, 456687497, 145621637}"
145641268,"{1590155704, 1590155436, 10096624639}",{145622798}
145622799,"{1588554977, 1588554978, 330779555, 1588554943, 1588554951, 1588554983, 1588554985, 1590003083, 1590003185, 5255267129, 1590155067, 1588554973, 1588554975}","{145622792, 145622801, 26165077, 145622793}"
486491743,"{1588593537, 1588593539, 1590038677, 1590038666}",{486491744}
145625122,"{1592691223, 1590038394, 1590038413, 1590038399}",{145692173}
145625133,"{1590038361, 1590038369, 1590038350}",{145692173}
145717441,"{1590039744, 1590039772}",{145681451}
145681451,"{1590039744, 1590497152, 1590497830}",{145717441}
881672584,"{1590019905, 8199413892, 1590019898, 1590019900}","{145717443, 145625284}"
145717443,"{1590020017, 1590020020, 1590020015}",set()
518094738,"{5054625760, 5054625761, 5054625762}",{145659910}
145659906,"{1590308028, 1590308014}","{518094738, 145659910}"
145782969,"{1591287281, 1590307986, 5054675342}",{518094738}
518094736,"{5054625750, 5054625751}",{518094738}
145659907,"{4054036273, 1590307989, 1590307991, 1590307994, 1590307963}",{518100977}
145782972,"{1591287829, 1591286958, 1591287855}","{518094738, 145659910}"
145782967,"{1591285733, 1591285802, 1591285930, 1591285710, 1591285679, 1591285841, 1591285875, 1591285941, 5054625752, 1591285915, 1590307997}",set()
870613028,"{8227368928, 8110047910, 1590314407, 8227368937, 1590314463}",set()
520458163,"{1590371602, 1590006843, 1590353039}",{520458162}
520458162,"{1590006842, 1590353039}",{520458163}
145665402,"{1590355266, 1590355267, 1590355268, 1590355238, 1590355271, 1590355240, 1590355239, 1590355257, 1590355260, 1590355262, 1590355263}",set()
145707868,"{1590355252, 1590355222}",set()
145707871,"{1590790361, 1590355259}",set()
145707894,"{1590790537, 1590790532, 1590790535}",set()
145707861,"{1590355265, 1590790586}",set()
145707869,"{1590790650, 1590790542}",set()
145707901,"{1590790739, 1590790740, 1590790743, 1590790746, 1590790751}",set()
145707875,"{1590790752, 1590790578}",set()
146797791,"{1590355251, 1590355253, 1590355255}",{145707853}
145665407,"{1590355233, 1590355234, 1590355237, 1590355241, 1590355245, 1590355248, 1590790929, 1590790396}",set()
145707873,"{1590790982, 1590790375}",set()
145707865,"{1590790411, 1590791015}",set()
145707859,"{1590791040, 1590790786, 1590791045, 1590791079, 1590790736, 1590791063, 1590791033, 1590791066, 1590791070, 1590791039}",set()
145707879,"{1590790466, 1590790916, 1590790469, 1590790472, 1590790667, 1590790863, 1590790804, 1590791001, 1590790879, 1590791011, 1590790956, 1590790513, 1590790773, 1590791036, 1590790973, 1590790846, 1590791103}",set()
145707856,"{1590790818, 1590791012, 1590791116, 1590791085, 1590790704, 1590791060, 1590790999, 1590790748, 1590790783}",set()
145707890,"{1590791153, 1590790987, 1590791007}",set()
145667121,"{1590372257, 1590372290, 1590372276, 1590372228, 1589988742}",set()
145667112,"{1590372216, 1590372243, 1590372239}",set()
145667101,"{1590372210, 1590372235}",set()
145667096,"{1590372203, 1590372229}",set()
145668019,"{1590390562, 1588928027, 1590390564}",set()
145667122,"{1590372240, 1590372249, 1590372252}",{145667105}
145667123,"{1590372220, 1590372230, 1590372215}",{145667105}
145667113,"{1590372264, 1590372245, 1590372255}",{145667105}
145668597,"{1590395593, 1590395606, 1590395599}",{145667226}
145668561,"{1590395591, 1590395611, 1590395596, 1590395613}","{145668584, 146001018}"
145667220,"{1590395558, 1590395565, 1590395570, 1590375803, 1590395573, 1590381563, 1590375804, 1590375805}","{145668593, 146001018, 145668589}"
145668593,"{1590395552, 1590395553, 1590395554, 1590381565, 1590395550}",{145667646}
145668589,"{1590395584, 1590395573, 1590395575, 1590395576, 1590395578, 1590395581, 1590395583}","{145667226, 145667220, 145668533, 145667222}"
145668533,"{1590381622, 1590395578, 1590395582}","{145667226, 145668589}"
145668570,"{1590375809, 1590395576, 1590395563, 1590395566, 1590381567}",{145668589}
145668534,"{1590395616, 1590395625, 1590395631}","{145667226, 146001018}"
145668538,"{1590395612, 1590395628, 1590395623}","{145667226, 146001018}"
145668542,"{1590395624, 1590395617, 1590395607}","{145667226, 146001018}"
145667649,"{1590381569, 1590381572, 1590395559, 1590381594, 1590395564, 1590381597, 1590381566}",{145667226}
692589687,"{1590381600, 1590381665, 1590381697, 1590381668, 1590381605, 1590381637, 1590381638, 1590381639, 1590381671, 1590381674, 1591385355, 1590381677, 1590381681, 1590381661, 1590381626, 1590381629}","{780731160, 145667226, 145667646}"
145668569,"{1590395600, 1593070259, 1590395620, 1590381654, 1590395610, 1593070332, 1590395597}","{145668584, 145667226, 145667227, 146001018}"
145667227,"{1590395600, 1590375841, 1590375843, 1590395605}",{145668569}
145668583,"{1590395473, 1590395477, 1590395481, 1590395482, 1590395471}","{145619197, 145667646}"
145668581,"{1590395506, 1590395508, 1590395510, 1590395495, 1590395500}","{145619197, 145667646}"
145668543,"{1590395540, 1590381547, 1590395547}","{146001018, 145667646}"
145668563,"{1590395560, 1590395545, 1590395549, 1590395551}",{145667646}
145668545,"{1590395553, 1590395562, 1590395572}","{145668593, 145667646}"
145668555,"{1590381539, 1590395539, 1590395528, 1590395533}",{146001018}
145668584,"{1590395589, 1590395591, 1590395597, 1590395601, 1590395602, 1590375828, 1593070202, 1593070141}",{145668569}
884177613,"{330789731, 4053971893, 8100821641, 330789547}",{882869162}
892146341,"{8292251193, 1590520085, 8292251191}",set()
145690223,"{1589645904, 8945192979, 8945192980, 1590602411, 9016066829}",{780731159}
145690234,"{1590601569, 1590602612, 8945059704, 1590602751, 1590602365, 1590602638, 1590602669}",{780731159}
624686569,"{1590604125, 3207327967}",{624686568}
624686568,"{1590604160, 1588258048, 1588258049, 1589884064, 330789540, 1589165257, 7943477626, 3207327967}","{30037705, 626119467, 624686569}"
438912914,"{6363880227, 8944698180, 5040187493, 4430463621, 10062799013, 291771240, 5625431153, 1271953974, 1590520023, 6341079352, 1590520030}","{485101720, 145691165}"
145694510,"{1590675008, 1590674992, 1590675036, 1590675005, 1590906350}","{145694512, 780731159}"
655552513,"{8166357201, 330784503, 8166389930, 10079010619, 1590718061}",{655552512}
146180045,"{1591035776, 1591035841, 1591035835, 7142660494, 1591035839}",set()
145707850,"{1590791105, 1590791009, 1590790945, 1590790948, 1590791109, 1590791112, 1590791081, 1590791005, 1590790961, 1590791029, 1590791101}",set()
145707853,"{1590790944, 1590790919, 1590790921, 1590790922, 1590790923, 1590790924, 1590790925, 1590790926, 1590355251, 1590790426, 1590790719}","{145707884, 146797791}"
145707884,"{1590790576, 1590790566, 1590790663, 1590790543, 1590790719}","{145707900, 145707853}"
145707900,"{1590790689, 1590790892, 1590790717, 1590790686}",set()
145707866,"{8948195331, 8948195332, 1590790633, 1590790815}",set()
145707881,"{8948195329, 8948195330, 1590790601, 1590790859, 1590790811, 1590790781}",set()
145707885,"{1590790400, 1590790389, 1590790954, 1590355228, 1590790383}",set()
145707898,"{1590790850, 1590790852, 1590790821, 1590790806, 1590790791, 1590791142, 1590790510}",set()
145707892,"{1590790354, 1590790356, 1590790359, 1590355243, 1590790349, 1590790351}","{145508859, 145707877}"
145707896,"{1590791072, 1590791043, 1590791076, 1590791172, 1590791111, 1590791163}",set()
145716562,"{1590852737, 1590852755, 1590852632, 1590852574}",set()
145721857,"{1590851344, 1590851790, 1590851266, 1590851675, 1590851261, 1590851422, 1590851487}",set()
486690426,"{3287542512, 4792638754}","{486690321, 486691218}"
145717374,"{1590854546, 8200873091, 1590854662, 1590854586}",set()
145717370,"{1590854376, 1590854392, 1590854473, 1590854570}",set()
518890445,"{1589645920, 8194085953, 1589645922, 5060708552, 1590969546, 1588528143, 1590899056, 9266463415, 5255250233, 1590969563, 5255250236}","{543630688, 146019521, 543630690, 780731159, 145436217}"
145744804,"{1590971379, 9326303077, 1590971383, 1590971386, 1590971388}",set()
222417501,"{285870170, 285870171, 1588597038}",set()
145760191,"{1591113248, 1591114355, 8122843029, 8878591738, 8122843031, 1607259546, 8878591739}","{782373478, 145760231}"
145760231,"{1591113248, 8182313025, 8182313029, 1591113962, 1591108538, 1591111355, 1591110460, 1591110781}","{145760185, 408576538, 145760191}"
782373478,"{8174544929, 8292225651, 7305752279}",set()
408576538,"{330780386, 1591108538, 8100821467, 1593071930}","{851764809, 145760231}"
